Nr,Group,Position,Locus,K*,Df,Signif.,Nr inf.,Meanrank-ac,Mean-ac,Nr-ac,Meanrank-ad,Mean-ad,Nr-ad,Meanrank-bc,Mean-bc,Nr-bc,Meanrank-bd,Mean-bd,Nr-bd,Meanrank-ee,Mean-ee,Nr-ee,Meanrank-ef,Mean-ef,Nr-ef,Meanrank-eg,Mean-eg,Nr-eg,Meanrank-fg,Mean-fg,Nr-fg,Meanrank-hh,Mean-hh,Nr-hh,Meanrank-hk,Mean-hk,Nr-hk,Meanrank-kk,Mean-kk,Nr-kk,Meanrank-h-,Mean-h-,Nr-h-,Meanrank-k-,Mean-k-,Nr-k-,Meanrank-ll,Mean-ll,Nr-ll,Meanrank-lm,Mean-lm,Nr-lm,Meanrank-nn,Mean-nn,Nr-nn,Meanrank-np,Mean-np,Nr-np
1506,LG19,75.64,HY_sc19_5958245,1.134,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.9,0.764706,34,29,0.868421,19,,,0,,,0
1507,LG19,75.64,HY_sc19_5958296,1.134,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.9,0.764706,34,29,0.868421,19,,,0,,,0
1508,LG19,77.306,S19_22745733,0.084,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.3,0.819355,31,26.5,0.777273,22,,,0,,,0,,,0,,,0,,,0,,,0,,,0
1509,LG19,79.458,S19_17614570,0.691,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.2,0.772222,36,28.7,0.864706,17,,,0,,,0
1510,LG19,84.607,S19_13948600,0.671,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.6,0.838889,18,26.2,0.782857,35,,,0,,,0
1511,LG19,87.45,HY_sc19_1686091,0.307,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.6,0.811765,34,26,0.784211,19,,,0,,,0
1512,LG19,88.767,S19_13628192,0.178,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.5,0.809091,33,26.2,0.79,20,,,0,,,0
1513,LG19,90.591,S19_13200074,0.307,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.6,0.811765,34,26,0.784211,19,,,0,,,0
1514,LG19,96.337,HY_sc6_5854336,0.909,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.4,0.763636,22,28.1,0.829032,31,,,0,,,0
1515,LG19,96.337,S19_11322297,0.909,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.4,0.763636,22,28.1,0.829032,31,,,0,,,0
1516,LG19,103.421,HY_sc19_7411850,0.007,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.1,0.808333,24,26.9,0.796552,29,,,0,,,0
1517,LG19,108.57,HY_sc19_7604238,0.266,1,-      ,52,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.7,0.795833,24,27.2,0.803571,28,,,0,,,0
1518,LG19,109.188,S19_10636222,0.3,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.6,0.824242,33,26,0.765,20,,,0,,,0
1519,LG19,111.963,HY_sc19_1881815,1.249,1,-      ,47,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.5,0.820833,24,22.4,0.756522,23,,,0,,,0
1520,LG19,116.754,S24_727553,2.201,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.8,0.836667,30,24.7,0.756522,23,,,0,,,0
1521,LG19,120.572,S19_9553053,3.076,1,*      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,24,0.742857,21,29,0.840625,32,,,0,,,0
1522,LG19,121.211,ab19_9644322,3.595,1,*      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,29,0.842424,33,23.6,0.735,20,,,0,,,0
1523,LG19,122.817,S29_8143902,4.179,1,**     ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,29.1,0.844118,34,23.2,0.726316,19,,,0,,,0
1524,LG19,127.044,S19_6665131,2.613,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,24.3,0.75,22,28.9,0.83871,31,,,0,,,0
1525,LG19,127.044,HY_sc30_63402669,2.613,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,24.3,0.75,22,28.9,0.83871,31,,,0,,,0
1526,LG19,127.044,S30_1539820,2.613,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,24.3,0.75,22,28.9,0.83871,31,,,0,,,0
1527,LG19,130.594,HY_sc26_3683468,4.561,2,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.1,0.783333,12,25,0.748,25,31.5,0.9,16,,,0,,,0,,,0,,,0,,,0,,,0
1528,LG19,133.885,S19_6464928,1.905,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.4,0.822857,35,24.3,0.761111,18,,,0,,,0
1529,LG19,133.885,HY_sc30_30160545,1.905,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.4,0.822857,35,24.3,0.761111,18,,,0,,,0
1530,LG19,148.095,HY_sc6_12236337,1.568,1,-      ,49,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,23.6,0.758621,29,27.1,0.845,20,,,0,,,0
1531,LG18a,0,HY_sc18_433127,0.176,1,-      ,45,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,23.4,0.792857,28,22.3,0.770588,17,,,0,,,0
1532,LG18a,0,HY_sc18_433146,0.176,1,-      ,45,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,23.4,0.792857,28,22.3,0.770588,17,,,0,,,0
1533,LG18a,11.737,HY_sc18_433506,0.202,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.6,0.818519,27,26.4,0.784615,26,,,0,,,0
1534,LG18a,19.214,HY_sc18_2681672,0,1,-      ,52,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.5,0.7875,24,26.5,0.810714,28,,,0,,,0
1535,LG18a,22.893,HY_sc18_1406795,0.307,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26,0.784211,19,27.6,0.811765,34,,,0,,,0
1536,LG18a,24.6,S18_18114048,0.071,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.2,0.810811,37,26.4,0.78125,16,,,0,,,0
1537,LG18a,29.211,HY_sc2_2676959,0.403,1,-      ,52,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.2,0.824242,33,25.3,0.757895,19,,,0,,,0
1538,LG18a,29.234,HY_sc30_79919607,0.464,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.7,0.826471,34,25.7,0.757895,19,,,0,,,0
1539,LG18a,29.234,S18_17929240,0.464,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.7,0.826471,34,25.7,0.757895,19,,,0,,,0
1540,LG18a,29.234,S18_18046167,0.464,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.7,0.757895,19,27.7,0.826471,34,,,0,,,0
1541,LG18a,30.674,HY_sc18_2173344,0.3,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.6,0.824242,33,26,0.765,20,,,0,,,0
1542,LG18a,30.674,S18_18630465,0.3,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26,0.765,20,27.6,0.824242,33,,,0,,,0
1543,LG18a,30.803,HY_sc18_1611100,0.093,2,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.5,0.826316,19,26.9,0.804348,23,26.3,0.754545,11,,,0,,,0,,,0,,,0,,,0,,,0
1544,LG18a,31.501,HY_sc18_2014591,1.179,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.2,0.83125,32,25.1,0.757143,21,,,0,,,0
1545,LG18a,31.501,S18_18793655,1.179,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.2,0.83125,32,25.1,0.757143,21,,,0,,,0
1546,LG18a,31.93,HY_sc18_1195788,0.452,2,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.2,0.822222,18,26.2,0.78,25,28.6,0.82,10,,,0,,,0,,,0,,,0,,,0,,,0
1547,LG18a,32.439,HY_sc1_4886674,0.25,1,-      ,52,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.6,0.765,20,27,0.821875,32,,,0,,,0
1548,LG18a,38.7,ab18_16990261,0.464,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.7,0.826471,34,25.7,0.757895,19,,,0,,,0
1549,LG18a,40.192,HY_sc18_2188409,0.156,1,-      ,52,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.1,0.8,24,26,0.810714,28,,,0,,,0
1550,LG18a,43.997,S18_16107700,0.084,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.5,0.777273,22,27.3,0.819355,31,,,0,,,0
1551,LG18a,45.243,S18_15644705,0.016,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.2,0.78,20,26.9,0.815152,33,,,0,,,0
1552,LG18a,45.243,HY_sc18_4492554,0.016,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.2,0.78,20,26.9,0.815152,33,,,0,,,0
1553,LG18a,51.604,HY_sc18_4016437,0.007,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.1,0.792,25,26.9,0.810714,28,,,0,,,0
1554,LG18a,57.086,ab18_19583094,0.328,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.8,0.821429,28,26.2,0.78,25,,,0,,,0,,,0,,,0,,,0,,,0,,,0
1555,LG18a,58.945,S18_19194985,0.002,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.1,0.8,30,26.9,0.804348,23,,,0,,,0,,,0,,,0,,,0,,,0,,,0
1556,LG21a,0,HY_sc30_114754894,0.545,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.1,0.820833,24,26.1,0.786207,29,,,0,,,0
1557,LG21a,10.72,HY_sc21_8096877,0.545,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.1,0.786207,29,28.1,0.820833,24,,,0,,,0
1558,LG21a,10.72,S21_6672443,0.545,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.1,0.786207,29,28.1,0.820833,24,,,0,,,0
1559,LG21a,14.853,HY_sc21_9007507,2.201,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.8,0.836667,30,24.7,0.756522,23,,,0,,,0
1560,LG21a,17.378,HY_sc21_9075130,1.217,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.5,0.82963,27,25.4,0.773077,26,,,0,,,0
1561,LG21a,18.688,HY_sc21_10507817,2.037,1,-      ,52,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.3,0.834483,29,24.3,0.756522,23,,,0,,,0
1562,LG21a,19.572,S21_5600433,1.507,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.2,0.768,25,28.6,0.832143,28,,,0,,,0
1563,LG21a,19.572,HY_sc21_10466971,1.507,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.2,0.768,25,28.6,0.832143,28,,,0,,,0
1564,LG21a,21.803,S22_14549031,2.613,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.9,0.83871,31,24.3,0.75,22,,,0,,,0
1565,LG21a,21.803,S22_14549022,2.613,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.9,0.83871,31,24.3,0.75,22,,,0,,,0
1566,LG21a,21.803,S22_14548986,2.613,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.9,0.83871,31,24.3,0.75,22,,,0,,,0
1567,LG21a,24.901,HY_sc11_16958526,2.201,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.8,0.836667,30,24.7,0.756522,23,,,0,,,0
1568,LG21a,24.901,HY_sc11_16958525,2.201,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.8,0.836667,30,24.7,0.756522,23,,,0,,,0
1569,LG21a,24.901,HY_sc11_16958534,2.201,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.8,0.836667,30,24.7,0.756522,23,,,0,,,0
1570,LG21a,24.996,HY_sc11_16958556,1.833,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.7,0.834483,29,24.9,0.7625,24,,,0,,,0
1571,LG21a,24.996,HY_sc11_16958531,1.833,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.7,0.834483,29,24.9,0.7625,24,,,0,,,0
1572,LG21a,24.996,HY_sc11_16958529,1.833,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.7,0.834483,29,24.9,0.7625,24,,,0,,,0
1573,LG21a,24.996,HY_sc11_16958565,1.833,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.7,0.834483,29,24.9,0.7625,24,,,0,,,0
1574,LG21a,28.282,HY_sc21_10107907,1.217,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.5,0.82963,27,25.4,0.773077,26,,,0,,,0
1575,LG21a,28.282,HY_sc21_10107893,1.217,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.5,0.82963,27,25.4,0.773077,26,,,0,,,0
1576,LG21a,28.288,S21_4830503,1.217,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.4,0.773077,26,28.5,0.82963,27,,,0,,,0
1577,LG21a,28.288,S21_4787957,1.217,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.4,0.773077,26,28.5,0.82963,27,,,0,,,0
1578,LG21a,28.288,HY_sc21_9109148,1.217,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.4,0.773077,26,28.5,0.82963,27,,,0,,,0
1579,LG21a,29.597,S21_4643983,1.833,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.7,0.834483,29,24.9,0.7625,24,,,0,,,0
1580,LG21a,32.041,S21_3854453,0.738,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.9,0.782143,28,28.3,0.824,25,,,0,,,0
1581,LG21a,32.885,HY_sc21_10107921,0.382,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.2,0.79,30,28,0.817391,23,,,0,,,0
1582,LG21a,33.569,HY_sc21_10107786,1.087,1,-      ,52,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.9,0.826923,26,25.1,0.773077,26,,,0,,,0
1583,LG21a,36.967,S21_2673357,1.833,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.7,0.834483,29,24.9,0.7625,24,,,0,,,0
1584,LG21a,36.967,HY_sc21_11522596,1.833,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.7,0.834483,29,24.9,0.7625,24,,,0,,,0
1585,LG21a,38.124,S21_3062697,1.507,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.2,0.768,25,28.6,0.832143,28,,,0,,,0
1586,LG21a,38.124,HY_sc21_11522545,1.507,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.2,0.768,25,28.6,0.832143,28,,,0,,,0
1587,LG21a,38.124,HY_sc21_11862667,1.507,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.2,0.768,25,28.6,0.832143,28,,,0,,,0
1588,LG21a,38.124,S21_2351448,1.507,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.2,0.768,25,28.6,0.832143,28,,,0,,,0
1589,LG21a,38.124,HY_sc21_11522548,1.507,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.2,0.768,25,28.6,0.832143,28,,,0,,,0
1590,LG21a,38.124,ab21_2491068,1.507,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.2,0.768,25,28.6,0.832143,28,,,0,,,0
1591,LG21a,38.124,S21_2491051,1.507,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.2,0.768,25,28.6,0.832143,28,,,0,,,0
1592,LG21a,40.323,HY_sc21_11458454,0.909,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.1,0.829032,31,25.4,0.763636,22,,,0,,,0
1593,LG21a,40.813,HY_sc21_11458377,0.909,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.1,0.829032,31,25.4,0.763636,22,,,0,,,0
1594,LG21a,42.533,S21_2140354,0.687,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28,0.812903,31,25.6,0.786364,22,,,0,,,0
1595,LG21a,42.533,HY_sc21_12088996,0.687,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28,0.812903,31,25.6,0.786364,22,,,0,,,0
1596,LG21a,44.921,S21_2732188,2.678,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,24.9,0.753571,28,29.4,0.856,25,,,0,,,0
1597,LG21a,45.275,HY_sc21_11458464,0.738,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.9,0.782143,28,28.3,0.824,25,,,0,,,0
1598,LG21a,46.914,HY_sc21_11458465,2.305,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.1,0.758621,29,29.3,0.854167,24,,,0,,,0
1599,LG21a,46.914,HY_sc21_11458474,2.305,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.1,0.758621,29,29.3,0.854167,24,,,0,,,0
1600,LG21a,50.287,HY_sc21_11458385,0.382,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.2,0.79,30,28,0.817391,23,,,0,,,0
1601,LG21a,50.287,HY_sc21_11458399,0.382,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.2,0.79,30,28,0.817391,23,,,0,,,0
1602,LG21b,0,HY_sc5_17381595,0.002,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.1,0.813793,29,26.9,0.7875,24,,,0,,,0
1603,LG21b,1.655,HY_sc5_16255028,0.042,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.7,0.792857,28,27.3,0.812,25,,,0,,,0
1604,LG21b,4.788,S21_15966615,0.491,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.9,0.81,30,25.9,0.791304,23,,,0,,,0
1605,LG21b,6.114,S21_17075878,0.042,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.3,0.796154,26,26.7,0.807407,27,,,0,,,0
1606,LG21b,7.637,HY_sc5_17107425,0.107,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.4,0.8,27,26.5,0.803846,26,,,0,,,0
1607,LG21b,7.637,S21_16215410,0.107,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.4,0.8,27,26.5,0.803846,26,,,0,,,0
1608,LG21b,11.323,S21_14434285,0.007,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.9,0.810714,28,27.1,0.792,25,,,0,,,0
1609,LG21b,11.323,HY_sc21_238881,0.007,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.9,0.810714,28,27.1,0.792,25,,,0,,,0
1610,LG21b,11.934,HY_sc30_136023574,0.107,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.4,0.8,27,26.5,0.803846,26,,,0,,,0
1611,LG21b,11.934,S21_14673202,0.107,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.4,0.8,27,26.5,0.803846,26,,,0,,,0
1612,LG21b,11.934,HY_sc30_136023611,0.107,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.4,0.8,27,26.5,0.803846,26,,,0,,,0
1613,LG21b,13.352,S21_14516391,0.042,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.3,0.796154,26,26.7,0.807407,27,,,0,,,0
1614,LG21b,14.976,S21_14340995,0.007,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.9,0.810714,28,27.1,0.792,25,,,0,,,0
1615,LG21b,14.976,S21_14340975,0.007,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.9,0.810714,28,27.1,0.792,25,,,0,,,0
1616,LG21b,16.542,HY_sc21_334615,0.002,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.1,0.813793,29,26.9,0.7875,24,,,0,,,0
1617,LG21b,21.879,S21_13258285,1.651,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,29.1,0.85,22,25.5,0.767742,31,,,0,,,0
1618,LG21b,23.88,HY_sc21_1411658,1.963,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,29.2,0.852174,23,25.3,0.763333,30,,,0,,,0
1619,U,1,HY_sc30_10478286,0.245,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.4,0.806667,30,27.8,0.795652,23,,,0,,,0
1620,U,2,HY_sc30_10478466,0.151,1,-      ,52,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27,0.815385,26,26,0.784615,26,,,0,,,0
1621,U,3,HY_sc30_10582814,0.328,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.8,0.821429,28,26.2,0.78,25,,,0,,,0
1622,U,4,HY_sc12_7742346,4.285,1,**     ,51,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.2,0.85625,32,22.3,0.7,19,,,0,,,0
1623,U,5,S12_3553337,7.126,1,***    ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,29.4,0.862162,37,21.4,0.6625,16,,,0,,,0
1624,U,6,ab12_17767480,0.328,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.2,0.78,25,27.8,0.821429,28,,,0,,,0
